1_id	1_span	1_anno_ptb:pos	1_meta_Author	1_meta_Date	1_meta_Dialect	1_meta_File_name	1_meta_Foreign_original	1_meta_Genre	1_meta_Period	1_meta_Prototypicaltext_category	1_meta_Relationship_to_spoken_language	1_meta_Text_name	1_meta_Verse_or_prose	2_id	2_span	2_anno_ptb:cat	3_id	3_span	3_anno_ptb:cat	4_id	4_span	4_anno_ptb:pos	5_id	5_span	5_anno_ptb:pos	6_id	6_span	6_anno_ptb:cat	7_id	7_span	7_anno_ptb:cat
18019087	many	Q	X	'NULL'	EMO	CMEDMUND	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18019083	he had contynued many yeris at Paryce at the scole	IP	18019088	many yeris	NP	18019089	yeris	NS	18019089	yeris	NS	18019088	many yeris	NP	18019088	many yeris	NP
18127430	halfe	Q	X	'NULL'	SL	CMGREGOR	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18127429	for halfe a yere	PP	18127431	halfe a yere	NP	18127433	yere	N	18127433	yere	N	18127431	halfe a yere	NP	18127431	halfe a yere	NP
18185908	many	Q	X	'NULL'	SL	CMGREGOR	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18185902	*T*-1 com into Inglond many yerys	IP	18185909	many yerys	NP	18185910	yerys	NS	18185910	yerys	NS	18185909	many yerys	NP	18185909	many yerys	NP
18283691	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18283690	*T*-2 many +gerys was in wyl and in purpose *ICH*-3 thorw steryng of +te Holy Gost to folwyn $oure Savyowr , makyng gret behestys of fastyngys wyth many o+ter dedys of penawns	IP	18283692	many +gerys	NP	18283693	+gerys	NS	18283693	+gerys	NS	18283692	many +gerys	NP	18283692	many +gerys	NP
18283898	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18283897	*T*-1 many +gerys had <P_2> gon wyl	IP	18283899	many +gerys	NP	18283900	+gerys	NS	18283900	+gerys	NS	18283899	many +gerys	NP	18283899	many +gerys	NP
18287222	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18287223	many +gerys aftyr	ADVP	18287224	many +gerys	NP	18287225	+gerys	NS	18287225	+gerys	NS	18287224	many +gerys	NP	18287224	many +gerys	NP
18288141	half	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18288142	half +ger viij wekys & odde days	NP	18288143	half +ger	NP	18288144	+ger	N	18288144	+ger	N	18288143	half +ger	NP	18288143	half +ger	NP
18301258	al	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18301245	to be chast in my body to +te al +tis iij +ger	IP	18301259	al +tis iij +ger	NP	18301262	+ger	N	18301262	+ger	N	18301259	al +tis iij +ger	NP	18301259	al +tis iij +ger	NP
18321808	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18321790	*T*-2 +tu hast had wyth euyl spyritys bo+t in *ICH*-4 slepyng & wakyng many +gerys	IP	18321809	many +gerys	NP	18321810	+gerys	NS	18321810	+gerys	NS	18321809	many +gerys	NP	18321809	many +gerys	NP
18323859	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18323853	& so he leuyd many +gerys aftyr in good helth & prosperite .	IP-MAT	18323860	many +gerys aftyr	NP	18323861	+gerys	NS	18323861	+gerys	NS	18323860	many +gerys aftyr	NP	18323860	many +gerys aftyr	NP
18324125	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18324120	+tis holy woman leuyd many +gerys aftyr .	IP-MAT	18324126	many +gerys aftyr	NP	18324127	+gerys	NS	18324127	+gerys	NS	18324126	many +gerys aftyr	NP	18324126	many +gerys aftyr	NP
18335275	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18335266	And +tis maner of crying enduryd many +gerys aftyr +tis tyme for owt 0 +tat *T*-1 any man myt do ,	IP-MAT	18335276	many +gerys	NP	18335277	+gerys	NS	18335277	+gerys	NS	18335276	many +gerys	NP	18335276	many +gerys	NP
18348604	euery	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18348601	he renne euery +ger to Ierusalem	IP	18348605	euery +ger	NP	18348606	+ger	N	18348606	+ger	N	18348605	euery +ger	NP	18348605	euery +ger	NP
18369563	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18369560	aldyrman also many +gerys	IP	18369564	many +gerys	NP	18369565	+gerys	NS	18369565	+gerys	NS	18369564	many +gerys	NP	18369564	many +gerys	NP
18388778	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18388770	We han gon to scole many +gerys	IP	18388779	many +gerys	NP	18388780	+gerys	NS	18388780	+gerys	NS	18388779	many +gerys	NP	18388779	many +gerys	NP
18392657	alle	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18392656	in alle +te forseyd +gerys	PP	18392658	alle +te forseyd +gerys	NP	18392661	+gerys	NS	18392661	+gerys	NS	18392658	alle +te forseyd +gerys	NP	18392658	alle +te forseyd +gerys	NP
18399951	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18399946	*T*-1 had knowyn hir many +gerys	IP	18399952	many +gerys	NP	18399953	+gerys	NS	18399953	+gerys	NS	18399952	many +gerys	NP	18399952	many +gerys	NP
18400285	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18400278	*T*-1 had knowyn +te sayd creatur many +gerys of hir lyfe	IP	18400286	many +gerys of hir lyfe	NP	18400287	+gerys	NS	18400287	+gerys	NS	18400286	many +gerys of hir lyfe	NP	18400286	many +gerys of hir lyfe	NP
18400996	fewe	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18400995	in fewe +gerys aftyr	PP	18400997	fewe +gerys aftyr	NP	18400998	+gerys	NS	18400998	+gerys	NS	18400997	fewe +gerys aftyr	NP	18400997	fewe +gerys aftyr	NP
18405151	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18405148	and *con* leuyd many +gerys aftyr	IP-MAT	18405152	many +gerys aftyr	NP	18405153	+gerys	NS	18405153	+gerys	NS	18405152	many +gerys aftyr	NP	18405152	many +gerys aftyr	NP
18405601	fewe	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18405600	In fewe +gerys aftyr +tat +tis +gong man had weddyd	PP	18405602	fewe +gerys aftyr +tat +tis +gong man had weddyd	NP	18405603	+gerys	NS	18405603	+gerys	NS	18405602	fewe +gerys aftyr +tat +tis +gong man had weddyd	NP	18405602	fewe +gerys aftyr +tat +tis +gong man had weddyd	NP
18411037	many	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18411029	*T*-2 I haue trustyd & folwyd many +gerys	IP	18411038	many +gerys	NP	18411039	+gerys	NS	18411039	+gerys	NS	18411038	many +gerys	NP	18411038	many +gerys	NP
18429717	noon	Q	X	'NULL'	KL	CMKENTSE	X	'NULL'	M2	INSTR REL	WRITTEN	'NULL'	PROSE	18429718	noon yare ihere	IP	18429719	noon yare	NP	18429720	yare	N	18429720	yare	N	18429719	noon yare	NP	18429719	noon yare	NP
18456832	fele	Q	X	'NULL'	WMO	CMLAMBET	X	'NULL'	MX/1	INSTR REL	WRITTEN	'NULL'	PROSE	18456834	fele +gere mare	QP	18456835	fele +gere	NP	18456836	+gere	NS	18456836	+gere	NS	18456835	fele +gere	NP	18456835	fele +gere	NP
18464560	ewilche	Q	X	'NULL'	WMO	CMLAMBET	X	'NULL'	MX/1	INSTR REL	WRITTEN	'NULL'	PROSE	18464549	heo heolden +ta tid mid muchlere blisse ewilche +gere	IP	18464561	ewilche +gere	NP	18464562	+gere	N	18464562	+gere	N	18464561	ewilche +gere	NP	18464561	ewilche +gere	NP
18487649	half	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18487648	within half a yere	PP	18487650	half a yere	NP	18487652	yere	N	18487652	yere	N	18487650	half a yere	NP	18487650	half a yere	NP
18493212	fewe	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18493211	within fewe yeres after	PP	18493213	fewe yeres after	NP	18493214	yeres	NS	18493214	yeres	NS	18493213	fewe yeres after	NP	18493213	fewe yeres after	NP
18522386	half	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18522377	*T*-4 had bene presonere with hym half a yere for sleyng of a knyght which 0 *T*-5 was cosyne unto kynge Arthure	IP	18522387	half a yere	NP	18522389	yere	N	18522389	yere	N	18522387	half a yere	NP	18522387	half a yere	NP
18529339	many	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18529325	And the knyght shall nat be hole of that wounde many yerys . '	IP-MAT-SPE	18529340	many yerys	NP	18529341	yerys	NS	18529341	yerys	NS	18529340	many yerys	NP	18529340	many yerys	NP
18535232	many	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18535229	*con* had leyne many yeres	IP	18535233	many yeres	NP	18535234	yeres	NS	18535234	yeres	NS	18535233	many yeres	NP	18535233	many yeres	NP
18542600	many	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18542598	*con* dud many yeres	IP	18542601	many yeres	NP	18542602	yeres	NS	18542602	yeres	NS	18542601	many yeres	NP	18542601	many yeres	NP
18544537	many	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18544528	*T*-1 ever had knyghte *ICH*-2 this many yeres 0 that *T*-3 passed thorow this foreste	IP	18544536	this many yeres	NP	18544538	yeres	NS	18544538	yeres	NS	18544536	this many yeres	NP	18544536	this many yeres	NP
18586365	many	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18586347	Natforthan , " she seyde , " ye shall nat holde thys castell many yerys ,	IP-MAT-SPE	18586366	many yerys	NP	18586367	yerys	NS	18586367	yerys	NS	18586366	many yerys	NP	18586366	many yerys	NP
18611257	euerich	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18611253	*T*-2 filleth himself euerich +geer til +tat it go ouer aboue withouten +tat that men take fro withjnne	IP	18611258	euerich +geer	NP	18611259	+geer	N	18611259	+geer	N	18611258	euerich +geer	NP	18611258	euerich +geer	NP
18611673	euery	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18611660	And +tere maken men grete festes of hym euery +geer as +tough 0 he were a seynt .	IP-MAT	18611674	euery +geer	NP	18611675	+geer	N	18611675	+geer	N	18611674	euery +geer	NP	18611674	euery +geer	NP
18612979	all	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18612974	& *con* kepen it all the +geer	IP-MAT	18612980	all the +geer	NP	18612982	+geer	N	18612982	+geer	N	18612980	all the +geer	NP	18612980	all the +geer	NP
18624949	all	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18624942	+Tat ryuere of Nyle all the +geer whan 0 the sonne entreth in to the signe of Cancer it begynneth to wexe	IP-MAT	18624950	all the +geer whan 0 the sonne entreth in to the signe of Cancer	NP	18624952	+geer	N	18624952	+geer	N	18624950	all the +geer whan 0 the sonne entreth in to the signe of Cancer	NP	18624950	all the +geer whan 0 the sonne entreth in to the signe of Cancer	NP
18633363	euery	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18633333	For the ravenes & the crowes & the choughes & o+ter foules of the contree assemblen hem +tere euery +geer ones	IP-MAT	18633364	euery +geer ones	NP	18633365	+geer	N	18633365	+geer	N	18633364	euery +geer ones	NP	18633364	euery +geer ones	NP
18666359	euery	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18666352	*T*-1 schull werre a+gein hem euery +geer	IP	18666360	euery +geer	NP	18666361	+geer	N	18666361	+geer	N	18666360	euery +geer	NP	18666360	euery +geer	NP
18681037	all	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18681032	*T*-1 multiplyen & growen all the +geer	IP	18681038	all the +geer	NP	18681040	+geer	N	18681040	+geer	N	18681038	all the +geer	NP	18681038	all the +geer	NP
18681096	eueryche	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18681054	+gif 0 a man kepe hem with a lityll of the roche , & *con* wete hem with may dew ofte sithes +tei schull growe eueryche +geer	IP	18681097	eueryche +geer	NP	18681098	+geer	N	18681098	+geer	N	18681097	eueryche +geer	NP	18681097	eueryche +geer	NP
18701178	euery	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18701177	ones euery +geer	NP	18701179	euery +geer	NP	18701180	+geer	N	18701180	+geer	N	18701179	euery +geer	NP	18701179	euery +geer	NP
18701239	all	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18701238	And all the +geer men fynde ynowe .	IP-MAT	18701240	all the +geer	NP	18701242	+geer	N	18701242	+geer	N	18701240	all the +geer	NP	18701240	all the +geer	NP
18711178	moni	Q	X	'NULL'	WMO	CMMARGA	X	'NULL'	M1	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18711175	*T*-3 ha moni +ger hefden ham i+garket	IP	18711179	moni +ger	NP	18711180	+ger	NS	18711180	+ger	NS	18711179	moni +ger	NP	18711179	moni +ger	NP
18731143	mony	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18731145	mony +gere aftyr	ADVP	18731146	mony +gere	NP	18731147	+gere	N	18731147	+gere	N	18731146	mony +gere	NP	18731146	mony +gere	NP
18774129	all	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18774130	all +tys +gere before	NP	18774131	all +tys +gere before	NP	18774133	+gere	N	18774133	+gere	N	18774131	all +tys +gere before	NP	18774131	all +tys +gere before	NP
18778215	fele	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18778216	fele +geres byfor hur deth	PP	18778217	fele +geres	NP	18778218	+geres	NS	18778218	+geres	NS	18778217	fele +geres	NP	18778217	fele +geres	NP
18784725	yche	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18784711	And +get yn more comfort of all Godys pepull yche fyfte +gere , +te pope of Rome graunty+te a full remyssion of all synnys to yche man and weman 0 +tat *T*-1 comyth to Rome +tat +gere .	IP-MAT	18784726	yche fyfte +gere	NP	18784728	+gere	N	18784728	+gere	N	18784726	yche fyfte +gere	NP	18784726	yche fyfte +gere	NP
18800400	all	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18800393	+ge haue ben bysy *ICH*-2 all +tys +gere forto make you clene and honest wythout-forth in body	IP	18800401	all +tys +gere	NP	18800403	+gere	N	18800403	+gere	N	18800401	all +tys +gere	NP	18800401	all +tys +gere	NP
18808113	mony	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18808114	mony +geres er 0 he was borne of our lady	PP	18808115	mony +geres	NP	18808116	+geres	NS	18808116	+geres	NS	18808115	mony +geres	NP	18808115	mony +geres	NP
18833511	all	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18833508	*T*-1 is mysdon all +te +gere befor	IP	18833512	all +te +gere befor	NP	18833514	+gere	N	18833514	+gere	N	18833512	all +te +gere befor	NP	18833512	all +te +gere befor	NP
18839693	ych	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18839686	hom do +te same *ICH*-1 ych +gere on Saynt Markeys day , bo+te fast and go on processyon	IP	18839694	ych +gere	NP	18839695	+gere	N	18839695	+gere	N	18839694	ych +gere	NP	18839694	ych +gere	NP
18866071	all	Q	?	'NULL'	East Midlands (Southwest Lincolnshire)	cmorm.po.m1	'NULL'	'NULL'	M1	'NULL'	'NULL'	'NULL'	VERSE	18866070	Inn all +te +ger att messe	PP	18866072	all +te +ger att messe	NP	18866074	+ger	N	18866074	+ger	N	18866072	all +te +ger att messe	NP	18866072	all +te +ger att messe	NP
18954774	all	Q	?	'NULL'	East Midlands (Southwest Lincolnshire)	cmorm.po.m1	'NULL'	'NULL'	M1	'NULL'	'NULL'	'NULL'	VERSE	18954772	| & all +tatt +ger Herode king | | Bad affterr +te+g+gre come , | | To witenn +giff +te+g+g haffdenn Crist | | Owwhar onn eor+te fundenn ; |	IP-MAT	18954775	all +tatt +ger	NP	18954777	+ger	N	18954777	+ger	N	18954775	all +tatt +ger	NP	18954775	all +tatt +ger	NP
19017312	eall	Q	X	'NULL'	EMO	CMPETERB	X	'NULL'	M1	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	19017306	+Da w+as se kyng eall +tes geares in Normandie .	IP-MAT	19017313	eall +tes geares	NP	19017315	geares	N	19017315	geares	N	19017313	eall +tes geares	NP	19017313	eall +tes geares	NP
19017561	Eall	Q	X	'NULL'	EMO	CMPETERB	X	'NULL'	M1	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	19017562	Eall +tis gear wes se king Heanri on Normandi :	IP-MAT	19017563	Eall +tis gear	NP	19017565	gear	N	19017565	gear	N	19017563	Eall +tis gear	NP	19017563	Eall +tis gear	NP
19019525	feola	Q	X	'NULL'	EMO	CMPETERB	X	'NULL'	M1	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	19019521	hit ne w+as feola gear +ar	IP	19019526	feola gear +ar	NP	19019527	gear	NS	19019527	gear	NS	19019526	feola gear +ar	NP	19019526	feola gear +ar	NP
19019561	Eall	Q	X	'NULL'	EMO	CMPETERB	X	'NULL'	M1	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	19019562	Eall +tis gear w+as se kyng Heanri on Normandi eall to +after heruest .	IP-MAT	19019563	Eall +tis gear	NP	19019565	gear	N	19019565	gear	N	19019563	Eall +tis gear	NP	19019563	Eall +tis gear	NP
19019790	eall	Q	X	'NULL'	EMO	CMPETERB	X	'NULL'	M1	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	19019784	& he wunode +ta eall +tet gear on +tis lande .	IP-MAT	19019791	eall +tet gear	NP	19019793	gear	N	19019793	gear	N	19019791	eall +tet gear	NP	19019791	eall +tet gear	NP
19021675	Eall	Q	X	'NULL'	EMO	CMPETERB	X	'NULL'	M1	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	19021676	Eall +tis geare weas se kyng Heanri on Normandi , for +tone unfri+d 0 +tet *T*-1 w+as betwenen him & his nefe +done eorl of Flandres .	IP-MAT	19021677	Eall +tis geare	NP	19021679	geare	N	19021679	geare	N	19021677	Eall +tis geare	NP	19021677	Eall +tis geare	NP
19024564	eall	Q	X	'NULL'	EMO	CMPETERB	X	'NULL'	M1	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	19024559	& *con* +t+ar wunode eall +tet gear .	IP-MAT	19024565	eall +tet gear	NP	19024567	gear	N	19024567	gear	N	19024565	eall +tet gear	NP	19024565	eall +tet gear	NP
