1_id	1_span	1_anno_ptb:pos	1_meta_Author	1_meta_Date	1_meta_Dialect	1_meta_File_name	1_meta_Foreign_original	1_meta_Genre	1_meta_Period	1_meta_Prototypicaltext_category	1_meta_Relationship_to_spoken_language	1_meta_Text_name	1_meta_Verse_or_prose	2_id	2_span	2_anno_ptb:cat	3_id	3_span	3_anno_ptb:cat	4_id	4_span	4_anno_ptb:pos	5_id	5_span	5_anno_ptb:pos	6_id	6_span	6_anno_ptb:cat	7_id	7_span	7_anno_ptb:cat
17659522	al	Q	X	'NULL'	WML	CMBRUT3	X	'NULL'	M3	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	17659513	and *con* at +tat maner was herburghede al nyght .	IP-MAT	17659523	al nyght	NP	17659524	nyght	N	17659524	nyght	N	17659523	al nyght	NP	17659523	al nyght	NP
17661348	al	Q	X	'NULL'	WML	CMBRUT3	X	'NULL'	M3	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	17661346	forto haue al +tat nyght	IP	17661349	al +tat nyght	NP	17661351	nyght	N	17661351	nyght	N	17661349	al +tat nyght	NP	17661349	al +tat nyght	NP
17922666	uch	Q	X	'NULL'	EML	CMEARLPS	LATIN/FRENCH	'NULL'	M2	X	WRITTEN	'NULL'	PROSE	17922665	$by uch ny+gt	PP	17922667	uch ny+gt	NP	17922668	ny+gt	N	17922668	ny+gt	N	17922667	uch ny+gt	NP	17922667	uch ny+gt	NP
17970938	alle	Q	X	'NULL'	EML	CMEARLPS	LATIN/FRENCH	'NULL'	M2	X	WRITTEN	'NULL'	PROSE	17970939	alle +te ni+gt in ly+gtyng of fur	IP	17970940	alle +te ni+gt	NP	17970942	ni+gt	N	17970942	ni+gt	N	17970940	alle +te ni+gt	NP	17970940	alle +te ni+gt	NP
18018490	euery	Q	X	'NULL'	EMO	CMEDMUND	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18018489	and euery nyght	CONJP	18018491	euery nyght	NP	18018492	nyght	N	18018492	nyght	N	18018491	euery nyght	NP	18018491	euery nyght	NP
18117741	every	Q	X	'NULL'	SL	CMGREGOR	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18117740	And every nyght durynge the Parlyment the kyng was wacchyde , on lorde with his mayny one nyght , and anothyr lorde anothyr nyghte , duryng alle the Parlyment .	IP-MAT-1	18117742	every nyght durynge the Parlyment	NP	18117743	nyght	N	18117743	nyght	N	18117742	every nyght durynge the Parlyment	NP	18117742	every nyght durynge the Parlyment	NP
18125587	alle	Q	X	'NULL'	SL	CMGREGOR	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18125573	And whanne 0 thys was done the kyng bode alle nyghte in a vyllage faste be-syde ther that *T*-1 the batelle was done .	IP-MAT	18125588	alle nyghte	NP	18125589	nyghte	N	18125589	nyghte	N	18125588	alle nyghte	NP	18125588	alle nyghte	NP
18135192	alle	Q	X	'NULL'	SL	CMGREGOR	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18135185	and so there was , alle that nyghte ,	IP-MAT	18135193	alle that nyghte	NP	18135195	nyghte	N	18135195	nyghte	N	18135193	alle that nyghte	NP	18135193	alle that nyghte	NP
18156229	alle	Q	X	'NULL'	SL	CMGREGOR	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18156213	botte a certayne of hys sympylle and rude mayny a-bode there alle the nyght , $wenynge to them that they hadde wytte and wysdome for to have gydyde or put in gydyng alle Ingelonde , alsosone at 0 0 *T*-2 they hadde gote the cytte of London by a mysse happe of cuttynge of ij sory cordys 0 that *T*-3 nowe be alteryde , and made ij stronge schynys of yryn unto the draught brygge of London .	IP-MAT	18156230	alle the nyght	NP	18156232	nyght	N	18156232	nyght	N	18156230	alle the nyght	NP	18156230	alle the nyght	NP
18156405	alle	Q	X	'NULL'	SL	CMGREGOR	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18156401	and they serchyd alle that nyght .	IP-MAT	18156406	alle that nyght	NP	18156408	nyght	N	18156408	nyght	N	18156406	alle that nyght	NP	18156406	alle that nyght	NP
18164245	alle	Q	X	'NULL'	SL	CMGREGOR	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18164237	only a Fryer Austyn schot gonnys alle that nyght in a parke 0 that *T*-1 was at the backe syde of the fylde	IP	18164246	alle that nyght	NP	18164248	nyght	N	18164248	nyght	N	18164246	alle that nyght	NP	18164246	alle that nyght	NP
18164342	alle	Q	X	'NULL'	SL	CMGREGOR	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18164330	for fere he a-bode in that parke alle that nyght	IP	18164343	alle that nyght	NP	18164345	nyght	N	18164345	nyght	N	18164343	alle that nyght	NP	18164343	alle that nyght	NP
18174628	many	Q	X	'NULL'	SL	CMGREGOR	X	'NULL'	M4	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	18174614	he loggyd whythe the kynge in hys owne bedde many nyghtys	IP	18174629	many nyghtys	NP	18174630	nyghtys	NS	18174630	nyghtys	NS	18174629	many nyghtys	NP	18174629	many nyghtys	NP
18292367	euery	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18292357	& +get sche lay be hym euery nygth in his bedde ,	IP-MAT	18292368	euery nygth	NP	18292369	nygth	N	18292369	nygth	N	18292368	euery nygth	NP	18292368	euery nygth	NP
18294187	al	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18294177	+Tis creatur was so labowrd & vexyd al +tat nygth +tat sche wyst neuyr what 0 *T*-1 sche mygth do .	IP-MAT	18294188	al +tat nygth	NP	18294190	nygth	N	18294190	nygth	N	18294188	al +tat nygth	NP	18294188	al +tat nygth	NP
18297184	euery	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18297177	& *con* purchasyd hir herborwe euery nyght wyth gret reuerens ,	IP-MAT	18297185	euery nyght	NP	18297186	nyght	N	18297186	nyght	N	18297185	euery nyght	NP	18297185	euery nyght	NP
18300434	euery	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18300427	sche lay wyth hym euery nygth in hys bedde	IP	18300435	euery nygth	NP	18300436	nygth	N	18300436	nygth	N	18300435	euery nygth	NP	18300435	euery nygth	NP
18343413	al	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18343408	*T*-1 sche had leyn al nygth	IP	18343414	al nygth	NP	18343415	nygth	N	18343415	nygth	N	18343414	al nygth	NP	18343414	al nygth	NP
18362008	al	Q	KEMPE MARGERY	'NULL'	EMO	CMKEMPE	X	'NULL'	M4	INSTR REL	WRITTEN	'NULL'	PROSE	18362009	al +te nygth on ende & +te next day tyl evyn-song-tyme	NP	18362010	al +te nygth on ende	NP	18362012	nygth	N	18362012	nygth	N	18362010	al +te nygth on ende	NP	18362010	al +te nygth on ende	NP
18485202	all	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18485198	we maye ryde all nyghte unto oure owne castell	IP	18485203	all nyghte	NP	18485204	nyghte	N	18485204	nyghte	N	18485203	all nyghte	NP	18485203	all nyghte	NP
18535434	all	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18535424	And so she and he rested there all that nyght	IP-MAT	18535435	all that nyght	NP	18535437	nyght	N	18535437	nyght	N	18535435	all that nyght	NP	18535435	all that nyght	NP
18546050	all	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18546044	and there he laye all that nyght withoute ony comforte .	IP-MAT	18546051	all that nyght	NP	18546053	nyght	N	18546053	nyght	N	18546051	all that nyght	NP	18546051	all that nyght	NP
18547612	all	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18547588	' Be my feyth , ' seyde sir Launcelot , ' in that pavylyon woll I lodge all this nyght . '	IP-MAT-SPE	18547613	all this nyght	NP	18547615	nyght	N	18547615	nyght	N	18547613	all this nyght	NP	18547613	all this nyght	NP
18554482	all	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18554470	and so aftir souper som abode there all nyght .	IP-MAT	18554483	all nyght	NP	18554484	nyght	N	18554484	nyght	N	18554483	all nyght	NP	18554483	all nyght	NP
18576617	all	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18576616	of all that nyght	PP	18576618	all that nyght	NP	18576620	nyght	N	18576620	nyght	N	18576618	all that nyght	NP	18576618	all that nyght	NP
18583956	all	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18583948	he wolde abyde there stylle all that nyght	IP	18583957	all that nyght	NP	18583959	nyght	N	18583959	nyght	N	18583957	all that nyght	NP	18583957	all that nyght	NP
18595366	all	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18595355	And there he had ryght good chere all that nyght .	IP-MAT	18595367	all that nyght	NP	18595369	nyght	N	18595369	nyght	N	18595367	all that nyght	NP	18595367	all that nyght	NP
18598770	all	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18598764	And so he prayde all that nyght tylle on the morne 0 that *T*-1 hit was day ,	IP-MAT	18598771	all that nyght	NP	18598773	nyght	N	18598773	nyght	N	18598771	all that nyght	NP	18598771	all that nyght	NP
18599515	all	Q	MALORY THOMAS	'NULL'	WML	CMMALORY	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	18599512	And so all that nyght the lyon and he slepte togydirs .	IP-MAT	18599516	all that nyght	NP	18599518	nyght	N	18599518	nyght	N	18599516	all that nyght	NP	18599516	all that nyght	NP
18670244	all	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18670243	& all nyght	CONJP	18670245	all nyght	NP	18670246	nyght	N	18670246	nyght	N	18670245	all nyght	NP	18670245	all nyght	NP
18672241	all	Q	X	'NULL'	EML	CMMANDEV	FRENCH	'NULL'	M3	NARR IMAG	WRITTEN	'NULL'	PROSE	18672237	his men wake all nyght	IP	18672242	all nyght	NP	18672243	nyght	N	18672243	nyght	N	18672242	all nyght	NP	18672242	all nyght	NP
18723150	ych	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18723151	ych nyght he +gede yn *T*-3 , wer hyt neuer soo coold forste	IP	18723152	ych nyght	NP	18723153	nyght	N	18723153	nyght	N	18723152	ych nyght	NP	18723152	ych nyght	NP
18730757	al	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18730751	+ge haue trowblet me al +tys nyght	IP	18730758	al +tys nyght	NP	18730760	nyght	N	18730760	nyght	N	18730758	al +tys nyght	NP	18730758	al +tys nyght	NP
18737220	no	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18737217	*T*-2 *exp* ys no nyght	IP	18737221	no nyght	NP	18737222	nyght	N	18737222	nyght	N	18737221	no nyght	NP	18737221	no nyght	NP
18771343	al	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18771317	*T*-7 +te fyrst day of +tys mone 0 +tat *T*-6 now ys Candylmasse-day , +te Romans wold goo al nyght about +te cyte of Rome wyth torches , and blasus and canduls brennyng , yn worschip of +tys woman Februa , hopyng for +tys worschip to haue +te ray+tyr helpe of hyr sonne Mars yn hor doyng	IP	18771344	al nyght	NP	18771345	nyght	N	18771345	nyght	N	18771344	al nyght	NP	18771344	al nyght	NP
18801458	all	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18801456	but *con* all nyght lay by +te way ,	IP-MAT	18801459	all nyght	NP	18801460	nyght	N	18801460	nyght	N	18801459	all nyght	NP	18801459	all nyght	NP
18801938	all	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18801930	and *con* wrasteled wyth hym , all +te nyght tyll on +te morow ,	IP-MAT	18801939	all +te nyght	NP	18801941	nyght	N	18801941	nyght	N	18801939	all +te nyght	NP	18801939	all +te nyght	NP
18807554	all	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18807549	and *con* soo lay all nyght cryyng +tat hit was rewth 0 *T*-1 to here .	IP-MAT	18807555	all nyght	NP	18807556	nyght	N	18807556	nyght	N	18807555	all nyght	NP	18807555	all nyght	NP
18811709	all	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18811689	and when 0 he had made a gret fure , he lay +terby all nyght .	IP-MAT	18811710	all nyght	NP	18811711	nyght	N	18811711	nyght	N	18811710	all nyght	NP	18811710	all nyght	NP
18811901	fele	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18811894	+tys man saw +tys syght fele nyghtys aftyr	IP	18811902	fele nyghtys aftyr	NP	18811903	nyghtys	NS	18811903	nyghtys	NS	18811902	fele nyghtys aftyr	NP	18811902	fele nyghtys aftyr	NP
18812180	yche	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18812182	yche nyght he all tosley hur	IP	18812183	yche nyght	NP	18812184	nyght	N	18812184	nyght	N	18812183	yche nyght	NP	18812183	yche nyght	NP
18823878	ych	Q	MIRK JOHN	'NULL'	WMO	CMMIRK	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	18823868	and *con* lay at his bedys fete ych ny+gt ,	IP-MAT	18823879	ych ny+gt	NP	18823880	ny+gt	N	18823880	ny+gt	N	18823879	ych ny+gt	NP	18823879	ych ny+gt	NP
19041072	al	Q	TREVISA JOHN	'NULL'	SL	CMPOLYCH	LATIN	'NULL'	M3	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	19041065	*-1 schyne uppon +tilke relikes al an ny+gt	IP	19041073	al an ny+gt	NP	19041075	ny+gt	N	19041075	ny+gt	N	19041073	al an ny+gt	NP	19041073	al an ny+gt	NP
19072861	al	Q	TREVISA JOHN	'NULL'	SL	CMPOLYCH	LATIN	'NULL'	M3	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	19072860	and al ny+gt +tat cloude abood by sides his tente ,	IP-MAT	19072862	al ny+gt	NP	19072863	ny+gt	N	19072863	ny+gt	N	19072862	al ny+gt	NP	19072862	al ny+gt	NP
19110632	al	Q	TREVISA JOHN	'NULL'	SL	CMPOLYCH	LATIN	'NULL'	M3	NARR NON-IMAG	WRITTEN	'NULL'	PROSE	19110621	aboute a dede cors *exp* schulde be wacche al +te ny+gt longe	IP	19110633	al +te ny+gt longe	NP	19110635	ny+gt	N	19110635	ny+gt	N	19110633	al +te ny+gt longe	NP	19110633	al +te ny+gt longe	NP
19229614	al	Q	REYNES ROBERT	'NULL'	EML	CMREYNES	X	'NULL'	M4	INSTR SEC	WRITTEN	'NULL'	PROSE	19229612	to stepe al a nyght	IP	19229615	al a nyght	NP	19229617	nyght	N	19229617	nyght	N	19229615	al a nyght	NP	19229615	al a nyght	NP
19299238	all	Q	ROLLE RICHARD	'NULL'	NO/EMO	CMROLLTR	LATIN	'NULL'	M2/4	INSTR REL	WRITTEN	'NULL'	PROSE	19299235	and *con* continued all night in prayers alone , as 0 0 *T*-1 the gospell seith .	IP-MAT	19299239	all night	NP	19299240	night	N	19299240	night	N	19299239	all night	NP	19299239	all night	NP
19326225	euery	Q	X	'NULL'	SL	CMROYAL	X	'NULL'	M3/4	INSTR REL	X	'NULL'	PROSE	19326205	+tis blessed and glorious Ladie afore +tat she had conceyved oure Lord , euery ny+gthe aftur mydny+gtht she was besy in prayour	IP	19326226	euery ny+gthe aftur mydny+gtht	NP	19326227	ny+gthe	N	19326227	ny+gthe	N	19326226	euery ny+gthe aftur mydny+gtht	NP	19326226	euery ny+gthe aftur mydny+gtht	NP
19354967	all	Q	'NULL'	c1440	Northern	cmthorn.mx4	'NULL'	Handbooks, medicine	mx4	'NULL'	'NULL'	Liber de Diversis Medicinis	'NULL'	19354953	& laye it appon +te schedde of his hede all +te nyghte .	IP-IMP	19354968	all +te nyghte	NP	19354970	nyghte	N	19354970	nyghte	N	19354968	all +te nyghte	NP	19354968	all +te nyghte	NP
19357009	ilk	Q	'NULL'	c1440	Northern	cmthorn.mx4	'NULL'	Handbooks, medicine	mx4	'NULL'	'NULL'	Liber de Diversis Medicinis	'NULL'	19357008	& ilk a nyghte take +te montenance of a fiche	IP-IMP	19357010	ilk a nyghte	NP	19357012	nyghte	N	19357012	nyghte	N	19357010	ilk a nyghte	NP	19357010	ilk a nyghte	NP
19359408	all	Q	'NULL'	c1440	Northern	cmthorn.mx4	'NULL'	Handbooks, medicine	mx4	'NULL'	'NULL'	Liber de Diversis Medicinis	'NULL'	19359399	& lay it on thyn eghne all nyghte ,	IP-IMP	19359409	all nyghte	NP	19359410	nyghte	N	19359410	nyghte	N	19359409	all nyghte	NP	19359409	all nyghte	NP
19431291	ani	Q	X	'NULL'	EMO	CMTRINIT	X	'NULL'	MX/1	INSTR REL	WRITTEN	'NULL'	PROSE	19431290	+tan ani niht +teoster	PP	19431292	ani niht +teoster	NP	19431293	niht	N	19431293	niht	N	19431292	ani niht +teoster	NP	19431292	ani niht +teoster	NP
19533940	al	Q	X	'NULL'	EML	CMWYCSER	X	'NULL'	M3	INSTR REL	X	'NULL'	PROSE	19533941	al +te ny+gt traueylynge	IP	19533942	al +te ny+gt	NP	19533944	ny+gt	N	19533944	ny+gt	N	19533942	al +te ny+gt	NP	19533942	al +te ny+gt	NP
